pubmed_id,author_rank,affiliation
37741763,1,"Oregon Health and Science University, Portland, OR."
37741763,2,"Oregon Health and Science University, Portland, OR."
37741763,3,"Oregon Health and Science University, Portland, OR."
37741763,4,"Oregon Health and Science University, Portland, OR."
37741763,5,"Oregon Health and Science University, Portland, OR."
37741763,6,"Oregon Health and Science University, Portland, OR."
37741763,7,"Oregon Health and Science University, Portland, OR."
37741763,8,"Oregon Health and Science University, Portland, OR."
37741758,0,"Department of Pediatrics, Tri-Service General Hospital, National Defense Medical Center, Taipei, Taiwan."
37741758,1,"Department of Pediatrics, Tri-Service General Hospital, National Defense Medical Center, Taipei, Taiwan."
37741758,2,"Department of Pediatrics, Tri-Service General Hospital, National Defense Medical Center, Taipei, Taiwan. Electronic address: ndmcccw@yahoo.com.tw."
37741770,0,"Department of Anesthesiology and Pain Medicine, Hanyang University Hospital, College of Medicine, Seoul, Republic of Korea."
37741770,1,"Department of Anesthesiology and Pain Medicine, Hanyang University Hospital, College of Medicine, Seoul, Republic of Korea."
37741770,2,"Department of Anesthesiology and Pain Medicine, Hanyang University Hospital, College of Medicine, Seoul, Republic of Korea."
37596839,0,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,1,"Certara Strategic Consulting, Princeton, New Jersey, USA."
37596839,2,"Certara Strategic Consulting, Princeton, New Jersey, USA."
37596839,3,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,4,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,5,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,6,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,7,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,8,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,9,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,10,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,11,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,12,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596780,0,"Rady Faculty of Health Sciences, University of Manitoba, College of Nursing, Winnipeg, Canada."
37596780,1,"Rady Faculty of Health Sciences, University of Manitoba, College of Nursing, Winnipeg, Canada."
37596780,2,"Rady Faculty of Health Sciences, University of Manitoba, College of Nursing, Winnipeg, Canada."
37596780,3,"Rady Faculty of Health Sciences, George & Fay Yee Centre for Healthcare Innovation, Manitoba Centre for Nursing and Health Research, University of Manitoba, Winnipeg, Canada."
37596783,0,"Department of Neurosurgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,1,"Department of Neurosurgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,2,"Division of Pain Management, Department of Anesthesiology, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,3,"Division of Trauma and Acute Care Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,4,"Division of Trauma and Acute Care Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,5,"Division of Plastic Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,6,"Division of Plastic Surgery, Department of Surgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37596783,7,"Department of Neurosurgery, Westchester Medical Center, New York Medical College, Valhalla, NY, USA."
37742035,0,"Flavors and Fragrance Engineering & Technology Research Center of Henan Province, College of Tobacco Science, Henan Agricultural University, Zhengzhou, 450002, People's Republic of China."
37742035,1,"Flavors and Fragrance Engineering & Technology Research Center of Henan Province, College of Tobacco Science, Henan Agricultural University, Zhengzhou, 450002, People's Republic of China."
37742035,2,"Technology Center, China Tobacco Hebei Industrial Co., Ltd., Shijiazhuang, 050051, People's Republic of China."
37742035,3,"Technology Center, China Tobacco Shanxi Industrial Co., Ltd., Xian, 710065, People's Republic of China."
37742035,4,"Flavors and Fragrance Engineering & Technology Research Center of Henan Province, College of Tobacco Science, Henan Agricultural University, Zhengzhou, 450002, People's Republic of China."
37742035,5,"Flavors and Fragrance Engineering & Technology Research Center of Henan Province, College of Tobacco Science, Henan Agricultural University, Zhengzhou, 450002, People's Republic of China."
37742035,6,"Flavors and Fragrance Engineering & Technology Research Center of Henan Province, College of Tobacco Science, Henan Agricultural University, Zhengzhou, 450002, People's Republic of China. laimiao@henau.edu.cn."
37742032,0,"Department of Advanced Medical and Surgical Sciences, University of Campania ""Luigi Vanvitelli"", Naples, Italy."
37742032,1,"Department of Precision Medicine, University of Campania ""Luigi Vanvitelli"", Naples, Italy."
37742032,2,"Department of Pharmacy, University of Salerno, Fisciano, SA, Italy."
37742032,3,"Department of Pharmacy, University of Salerno, Fisciano, SA, Italy."
37742032,4,"Department of Pharmacy, University of Salerno, Fisciano, SA, Italy."
37742032,5,"Department of Precision Medicine, University of Campania ""Luigi Vanvitelli"", Naples, Italy."
37742032,5,"Biogem, Molecular Biology and Genetics Research Institute, Ariano Irpino, Italy."
37742032,5,"IEOS CNR, Naples, Italy."
37742032,5,"Azienda Ospedaliera Universitaria ""Luigi Vanvitelli"", Medical Epigenetics Program, Naples, Italy."
37742032,6,"Department of Pharmacy, University of Salerno, Fisciano, SA, Italy."
37742032,7,"Department of Advanced Medical and Surgical Sciences, University of Campania ""Luigi Vanvitelli"", Naples, Italy."
37742032,7,"UniCamillus, International Medical University, Rome, Italy."
37742032,8,"Department of Advanced Medical and Surgical Sciences, University of Campania ""Luigi Vanvitelli"", Naples, Italy. michelangela.barbieri@unicampania.it."
37742032,9,"Department of Precision Medicine, University of Campania ""Luigi Vanvitelli"", Naples, Italy."
37742032,9,"Azienda Ospedaliera Universitaria ""Luigi Vanvitelli"", Medical Epigenetics Program, Naples, Italy."
37742032,10,"Department of Pharmacy, University of Salerno, Fisciano, SA, Italy."
37742038,0,"Hannover Medical School, Institute of Experimental Hematology, Building J11, HBZ, Level 01, Room, 6540, Hannover, Germany."
37742038,1,"Hannover Medical School, Institute of Experimental Hematology, Building J11, HBZ, Level 01, Room, 6540, Hannover, Germany."
37742038,2,"Division of Experimental Pneumology, Hannover Medical School, Hannover, Germany."
37742038,3,"Hannover Medical School, Institute of Experimental Hematology, Building J11, HBZ, Level 01, Room, 6540, Hannover, Germany."
37742038,4,"Hannover Medical School, Institute of Experimental Hematology, Building J11, HBZ, Level 01, Room, 6540, Hannover, Germany."
37742038,5,"Department of Obstetrics and Gynecology, Hannover Medical School, Hannover, Germany."
37742038,6,"Division of Experimental Pneumology, Hannover Medical School, Hannover, Germany."
37742038,6,"German Center for Lung Research, Partner Site BREATH, Hannover, Germany."
37742038,7,"Hannover Medical School, Institute of Experimental Hematology, Building J11, HBZ, Level 01, Room, 6540, Hannover, Germany."
37742038,7,"Division of Hematology/Oncology, Boston Children's Hospital, Harvard Medical School, Boston, MA, USA."
37742038,8,"Hannover Medical School, Institute of Experimental Hematology, Building J11, HBZ, Level 01, Room, 6540, Hannover, Germany. rothe.michael@mh-hannover.de."
37741968,7,"Institute of Biomedical Engineering, University of Oxford, Marcella Wing, Botnar Research Centre, Old Rd, Headington, Oxford, OX3 7LD, UK."
37596837,10,"Médecins Sans Frontières, New York, NY, USA."
37596837,11,"Clinical Monitoring Program Research Directorate, Frederick National Laboratory for Cancer Research, Frederick, MD, USA."
37596837,12,"Special Pathogens Program, National Microbiology Laboratory Branch, Public Health Agency of Canada, Winnipeg, MB, Canada."
37596794,0,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,1,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,2,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,3,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,4,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37596794,5,"Department of Vascular Surgery, The First Affiliated Hospital of Bengbu Medical College, Bengbu, China."
37742036,0,"Department of Epidemiology, School of Public Health, University of Alabama at Birmingham, 1665 University Blvd, Birmingham, AL, 35233, USA. jollyp@uab.edu."
37742036,1,"Department of Epidemiology, School of Public Health, University of Alabama at Birmingham, 1665 University Blvd, Birmingham, AL, 35233, USA."
37742036,2,"Epidemiology and Research Unit, Western Regional Health Authority, Montego Bay, Jamaica."
37742033,0,"Department of Paediatrics and Adolescent Medicine, Aarhus University Hospital, Palle Juul-Jensens Blvd. 99, Aarhus N, 8200, Denmark."
37742033,1,"Department of Paediatrics and Adolescent Medicine, Aarhus University Hospital, Palle Juul-Jensens Blvd. 99, Aarhus N, 8200, Denmark."
37742033,2,"Department of Paediatrics and Adolescent Medicine, Aarhus University Hospital, Palle Juul-Jensens Blvd. 99, Aarhus N, 8200, Denmark."
37742033,3,"Department of Paediatrics and Adolescent Medicine, Aarhus University Hospital, Palle Juul-Jensens Blvd. 99, Aarhus N, 8200, Denmark. miagleru@rm.dk."
37742025,0,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,0,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China."
37742025,1,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China."
37742025,2,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,2,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,2,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,3,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,3,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,3,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,4,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China."
37742025,5,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,5,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,5,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,6,"Department of Bioscience, Faculty of Applied Sciences, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia."
37742025,7,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,7,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,7,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,8,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,8,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,8,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,8,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China."
37742025,9,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,9,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,9,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,10,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,10,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,10,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,11,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China. haoew@gxtcmu.edu.cn."
